ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2021-01-15T00:00:00.000000000Z,35,2,20,129.050000000,130.220000000,126.900000000,127.080000000,27937312,AAPL
2021-01-15T00:00:00.000000000Z,35,2,3825,1740.180000000,1756.990000000,1721.600000000,1735.000000000,497172,GOOG
2021-01-15T00:00:00.000000000Z,35,2,5774,213.110000000,214.500000000,212.040000000,212.370000000,12800418,MSFT
2021-01-19T00:00:00.000000000Z,35,2,3827,1749.000000000,1809.510000000,1740.935000000,1804.260000000,543768,GOOG
2021-01-19T00:00:00.000000000Z,35,2,20,128.670000000,129.160000000,126.940000000,128.130000000,18708541,AAPL
2021-01-19T00:00:00.000000000Z,35,2,5776,214.370000000,217.290000000,212.640000000,217.030000000,8869771,MSFT
2021-01-20T00:00:00.000000000Z,35,2,20,128.640000000,132.550000000,128.000000000,132.540000000,23882734,AAPL
2021-01-20T00:00:00.000000000Z,35,2,5777,217.300000000,225.780000000,217.100000000,224.700000000,11656917,MSFT
2021-01-20T00:00:00.000000000Z,35,2,3829,1799.890000000,1903.610000000,1799.890000000,1894.000000000,809305,GOOG
2021-01-21T00:00:00.000000000Z,35,2,5780,225.060000000,226.300000000,222.420000000,225.430000000,8786720,MSFT
2021-01-21T00:00:00.000000000Z,35,2,20,133.290000000,137.500000000,133.000000000,136.410000000,23065825,AAPL
2021-01-21T00:00:00.000000000Z,35,2,3829,1902.490000000,1934.860000000,1885.830000000,1887.800000000,624670,GOOG
2021-01-22T00:00:00.000000000Z,35,2,20,135.860000000,140.220000000,135.020000000,140.220000000,21590533,AAPL
2021-01-22T00:00:00.000000000Z,35,2,3828,1884.510000000,1911.000000000,1876.120000000,1905.470000000,468589,GOOG
2021-01-22T00:00:00.000000000Z,35,2,5784,224.700000000,230.070000000,224.230000000,226.550000000,9153105,MSFT
2021-01-25T00:00:00.000000000Z,35,2,3829,1920.690000000,1935.080000000,1868.340000000,1898.880000000,702145,GOOG
2021-01-25T00:00:00.000000000Z,35,2,20,141.600000000,145.080000000,136.550000000,143.030000000,29623849,AAPL
2021-01-25T00:00:00.000000000Z,35,2,5792,228.430000000,230.080000000,224.250000000,229.870000000,10804162,MSFT
2021-01-26T00:00:00.000000000Z,35,2,20,142.940000000,145.000000000,141.380000000,144.910000000,18605865,AAPL
2021-01-26T00:00:00.000000000Z,35,2,3839,1891.560000000,1937.350000000,1883.450000000,1930.000000000,426816,GOOG
2021-01-26T00:00:00.000000000Z,35,2,5805,229.510000000,247.700000000,229.000000000,241.950000000,13993956,MSFT
2021-01-27T00:00:00.000000000Z,35,2,3844,1925.330000000,1925.530000000,1801.220000000,1825.950000000,1047333,GOOG
2021-01-27T00:00:00.000000000Z,35,2,20,144.450000000,145.100000000,137.000000000,137.230000000,33405663,AAPL
2021-01-27T00:00:00.000000000Z,35,2,5813,239.390000000,240.900000000,230.010000000,231.710000000,21528665,MSFT
2021-01-28T00:00:00.000000000Z,35,2,5823,230.660000000,242.650000000,229.000000000,236.870000000,16020923,MSFT
2021-01-28T00:00:00.000000000Z,35,2,20,137.740000000,142.120000000,134.390000000,136.880000000,35667480,AAPL
2021-01-28T00:00:00.000000000Z,35,2,3852,1820.000000000,1898.740000000,1811.970000000,1850.140000000,655322,GOOG
2021-01-29T00:00:00.000000000Z,35,2,5832,235.320000000,238.020000000,231.090000000,231.780000000,15333366,MSFT
2021-01-29T00:00:00.000000000Z,35,2,3859,1841.520000000,1858.000000000,1810.100000000,1835.460000000,626019,GOOG
2021-01-29T00:00:00.000000000Z,35,2,20,135.710000000,136.730000000,130.210000000,131.800000000,41434989,AAPL
2021-02-01T00:00:00.000000000Z,35,2,5843,234.360000000,242.500000000,232.450000000,240.500000000,10925347,MSFT
2021-02-01T00:00:00.000000000Z,35,2,3867,1847.960000000,1922.230000000,1847.960000000,1908.340000000,576258,GOOG
2021-02-01T00:00:00.000000000Z,35,2,20,133.700000000,135.380000000,130.920000000,134.310000000,25185501,AAPL
2021-02-02T00:00:00.000000000Z,35,2,5850,241.000000000,242.320000000,238.500000000,239.500000000,9330685,MSFT
2021-02-02T00:00:00.000000000Z,35,2,21,135.520000000,136.470000000,134.530000000,134.990000000,19254865,AAPL
2021-02-02T00:00:00.000000000Z,35,2,3872,1921.850000000,2088.400000000,1914.970000000,2058.030000000,830806,GOOG
2021-02-03T00:00:00.000000000Z,35,2,3873,2063.000000000,2116.690000000,2019.000000000,2070.080000000,1390665,GOOG
2021-02-03T00:00:00.000000000Z,35,2,5852,241.440000000,245.090000000,238.900000000,243.120000000,10577680,MSFT
2021-02-03T00:00:00.000000000Z,35,2,21,135.600000000,138.020000000,133.620000000,136.720000000,18793953,AAPL
2021-02-04T00:00:00.000000000Z,35,2,5868,243.530000000,244.150000000,240.360000000,241.500000000,8886940,MSFT
2021-02-04T00:00:00.000000000Z,35,2,3881,2074.710000000,2079.220000000,2042.690000000,2060.300000000,652519,GOOG
2021-02-04T00:00:00.000000000Z,35,2,21,136.040000000,137.500000000,134.600000000,137.180000000,18693012,AAPL
2021-02-05T00:00:00.000000000Z,35,2,3896,2067.090000000,2104.340000000,2059.000000000,2102.900000000,485608,GOOG
2021-02-05T00:00:00.000000000Z,35,2,5889,242.140000000,243.280000000,240.430000000,242.210000000,5801476,MSFT
2021-02-05T00:00:00.000000000Z,35,2,21,137.020000000,138.170000000,135.850000000,136.310000000,15260279,AAPL
2021-02-08T00:00:00.000000000Z,35,2,5896,243.390000000,243.770000000,240.810000000,242.060000000,7541614,MSFT
2021-02-08T00:00:00.000000000Z,35,2,3902,2105.750000000,2123.250000000,2072.420000000,2090.040000000,459023,GOOG
2021-02-08T00:00:00.000000000Z,35,2,21,136.700000000,137.160000000,134.930000000,136.680000000,16344634,AAPL
2021-02-09T00:00:00.000000000Z,35,2,3909,2087.530000000,2105.680000000,2076.640000000,2087.170000000,327611,GOOG
2021-02-09T00:00:00.000000000Z,35,2,5904,242.000000000,244.760000000,241.150000000,244.180000000,6626215,MSFT
2021-02-09T00:00:00.000000000Z,35,2,21,136.510000000,137.870000000,135.850000000,136.040000000,14243501,AAPL
2021-02-10T00:00:00.000000000Z,35,2,21,137.000000000,137.000000000,134.410000000,135.260000000,15216524,AAPL
2021-02-10T00:00:00.000000000Z,35,2,5911,244.640000000,245.940000000,240.900000000,242.790000000,7874686,MSFT
2021-02-10T00:00:00.000000000Z,35,2,3916,2096.260000000,2108.100000000,2062.600000000,2095.000000000,383281,GOOG
2021-02-11T00:00:00.000000000Z,35,2,3919,2100.130000000,2106.000000000,2077.500000000,2090.540000000,395465,GOOG
2021-02-11T00:00:00.000000000Z,35,2,5913,243.550000000,245.150000000,242.150000000,244.520000000,6609125,MSFT
2021-02-11T00:00:00.000000000Z,35,2,21,135.630000000,136.390000000,133.780000000,134.960000000,13238429,AAPL
2021-02-12T00:00:00.000000000Z,35,2,5918,243.430000000,245.300000000,242.730000000,245.190000000,6740700,MSFT
2021-02-12T00:00:00.000000000Z,35,2,3924,2091.250000000,2109.000000000,2083.000000000,2103.060000000,370066,GOOG
2021-02-12T00:00:00.000000000Z,35,2,21,134.750000000,135.510000000,133.700000000,135.370000000,13964536,AAPL
2021-02-16T00:00:00.000000000Z,35,2,21,135.800000000,136.370000000,132.780000000,132.780000000,18320032,AAPL
2021-02-16T00:00:00.000000000Z,35,2,3927,2114.510000000,2152.630000000,2100.520000000,2119.000000000,496267,GOOG
2021-02-16T00:00:00.000000000Z,35,2,5918,245.850000000,246.110000000,242.910000000,243.030000000,9087399,MSFT
2021-02-17T00:00:00.000000000Z,35,2,21,132.940000000,132.950000000,129.470000000,130.800000000,20621172,AAPL
2021-02-17T00:00:00.000000000Z,35,2,3937,2122.010000000,2133.870000000,2093.320000000,2128.220000000,466053,GOOG
2021-02-17T00:00:00.000000000Z,35,2,5930,243.450000000,244.300000000,240.650000000,244.200000000,6791871,MSFT
2021-02-18T00:00:00.000000000Z,35,2,21,130.320000000,130.320000000,127.410000000,129.230000000,19828121,AAPL
2021-02-18T00:00:00.000000000Z,35,2,3938,2123.580000000,2132.980000000,2103.510000000,2121.000000000,470406,GOOG
2021-02-18T00:00:00.000000000Z,35,2,5933,243.230000000,243.950000000,240.860000000,243.150000000,6524807,MSFT
2021-02-19T00:00:00.000000000Z,35,2,5940,243.500000000,244.690000000,240.180000000,240.550000000,10622888,MSFT
2021-02-19T00:00:00.000000000Z,35,2,21,129.800000000,130.800000000,128.800000000,129.620000000,21231897,AAPL
2021-02-19T00:00:00.000000000Z,35,2,3945,2121.090000000,2131.020000000,2097.430000000,2100.640000000,663622,GOOG
2021-02-22T00:00:00.000000000Z,35,2,21,127.490000000,129.730000000,125.600000000,126.110000000,26266425,AAPL
2021-02-22T00:00:00.000000000Z,35,2,5941,237.610000000,238.100000000,232.410000000,234.280000000,13236605,MSFT
2021-02-22T00:00:00.000000000Z,35,2,3945,2072.450000000,2091.670000000,2061.120000000,2065.000000000,603821,GOOG
2021-02-23T00:00:00.000000000Z,35,2,3949,2055.610000000,2082.690000000,2001.290000000,2066.000000000,679346,GOOG
2021-02-23T00:00:00.000000000Z,35,2,5947,234.700000000,234.830000000,228.730000000,232.700000000,11789349,MSFT
2021-02-23T00:00:00.000000000Z,35,2,21,125.990000000,126.705000000,118.380000000,125.590000000,32987424,AAPL
2021-02-24T00:00:00.000000000Z,35,2,3954,2068.880000000,2104.000000000,2036.190000000,2100.000000000,584594,GOOG
2021-02-24T00:00:00.000000000Z,35,2,21,125.470000000,127.480000000,122.240000000,125.280000000,25649128,AAPL
2021-02-24T00:00:00.000000000Z,35,2,5956,232.970000000,235.200000000,229.000000000,234.800000000,10195433,MSFT
2021-02-25T00:00:00.000000000Z,35,2,21,125.240000000,126.450000000,120.350000000,120.480000000,33744001,AAPL
2021-02-25T00:00:00.000000000Z,35,2,5966,232.860000000,234.560000000,227.870000000,228.500000000,14743271,MSFT
2021-02-25T00:00:00.000000000Z,35,2,3962,2079.710000000,2097.020000000,2021.260000000,2026.000000000,805370,GOOG
2021-02-26T00:00:00.000000000Z,35,2,5978,229.500000000,235.350000000,227.130000000,232.400000000,16038270,MSFT
2021-02-26T00:00:00.000000000Z,35,2,21,121.680000000,124.850000000,119.740000000,121.800000000,45819418,AAPL
2021-02-26T00:00:00.000000000Z,35,2,3969,2028.610000000,2071.060000000,2015.000000000,2031.110000000,1038411,GOOG
2021-03-01T00:00:00.000000000Z,35,2,21,124.300000000,128.690000000,122.800000000,128.400000000,26946109,AAPL
2021-03-01T00:00:00.000000000Z,35,2,6003,235.950000000,237.470000000,233.150000000,237.100000000,10285130,MSFT
2021-03-01T00:00:00.000000000Z,35,2,3979,2066.000000000,2086.680000000,2044.470000000,2084.170000000,552463,GOOG
2021-03-02T00:00:00.000000000Z,35,2,3987,2070.910000000,2105.260000000,2066.000000000,2080.000000000,536048,GOOG
2021-03-02T00:00:00.000000000Z,35,2,6016,235.750000000,237.480000000,233.470000000,234.650000000,9025219,MSFT
2021-03-02T00:00:00.000000000Z,35,2,21,126.670000000,128.720000000,125.000000000,125.300000000,23856270,AAPL
2021-03-03T00:00:00.000000000Z,35,2,3989,2086.280000000,2089.000000000,2010.010000000,2013.700000000,666583,GOOG
2021-03-03T00:00:00.000000000Z,35,2,21,126.260000000,126.700000000,121.450000000,121.450000000,27765741,AAPL
2021-03-03T00:00:00.000000000Z,35,2,6022,235.870000000,235.870000000,225.520000000,225.520000000,12843396,MSFT
2021-03-04T00:00:00.000000000Z,35,2,6035,227.080000000,232.490000000,224.270000000,225.500000000,15405843,MSFT
2021-03-04T00:00:00.000000000Z,35,2,3994,2020.230000000,2088.400000000,2012.000000000,2047.500000000,897277,GOOG
2021-03-04T00:00:00.000000000Z,35,2,21,121.930000000,123.600000000,118.620000000,119.260000000,38780936,AAPL
2021-03-05T00:00:00.000000000Z,35,2,6052,225.950000000,233.270000000,225.000000000,232.220000000,15589868,MSFT
2021-03-05T00:00:00.000000000Z,35,2,21,119.790000000,121.930000000,117.570000000,121.480000000,36248300,AAPL
2021-03-05T00:00:00.000000000Z,35,2,4006,2045.000000000,2118.395000000,2040.000000000,2110.000000000,955928,GOOG
2021-03-08T00:00:00.000000000Z,35,2,4012,2074.000000000,2128.810000000,2021.760000000,2032.210000000,689972,GOOG
2021-03-08T00:00:00.000000000Z,35,2,21,119.750000000,121.010000000,116.110000000,116.940000000,35288962,AAPL
2021-03-08T00:00:00.000000000Z,35,2,6062,227.580000000,233.365000000,225.120000000,228.500000000,13202124,MSFT
2021-03-09T00:00:00.000000000Z,35,2,4011,2059.690000000,2078.130000000,2047.510000000,2056.350000000,708596,GOOG
2021-03-09T00:00:00.000000000Z,35,2,21,118.150000000,122.050000000,118.130000000,121.250000000,30348890,AAPL
2021-03-09T00:00:00.000000000Z,35,2,6064,230.470000000,235.380000000,230.470000000,233.750000000,11701455,MSFT
2021-03-10T00:00:00.000000000Z,35,2,4018,2051.740000000,2085.000000000,2033.940000000,2055.100000000,545885,GOOG
2021-03-10T00:00:00.000000000Z,35,2,21,121.600000000,122.170000000,119.460000000,120.100000000,23674908,AAPL
2021-03-10T00:00:00.000000000Z,35,2,6074,233.380000000,237.030000000,231.860000000,232.690000000,10254352,MSFT
2021-03-11T00:00:00.000000000Z,35,2,21,121.780000000,123.210000000,121.260000000,122.110000000,23149320,AAPL
2021-03-11T00:00:00.000000000Z,35,2,4025,2075.190000000,2125.850000000,2072.470000000,2120.000000000,544889,GOOG
2021-03-11T00:00:00.000000000Z,35,2,6083,236.740000000,239.170000000,233.990000000,237.940000000,10729902,MSFT
2021-03-12T00:00:00.000000000Z,35,2,4025,2083.570000000,2098.000000000,2047.530000000,2061.500000000,753448,GOOG
2021-03-12T00:00:00.000000000Z,35,2,21,120.280000000,121.160000000,119.160000000,121.090000000,18148042,AAPL
2021-03-12T00:00:00.000000000Z,35,2,6094,233.770000000,235.900000000,232.590000000,235.670000000,7479081,MSFT
2021-03-15T00:00:00.000000000Z,35,2,6104,235.730000000,236.610000000,231.820000000,234.510000000,9234791,MSFT
2021-03-15T00:00:00.000000000Z,35,2,4033,2065.000000000,2071.460000000,2043.330000000,2059.390000000,593646,GOOG
2021-03-15T00:00:00.000000000Z,35,2,21,120.980000000,124.550000000,120.420000000,124.100000000,21268632,AAPL
2021-03-16T00:00:00.000000000Z,35,2,21,124.540000000,127.220000000,124.400000000,125.240000000,19624271,AAPL
2021-03-16T00:00:00.000000000Z,35,2,6107,235.100000000,240.050000000,234.910000000,237.500000000,9509343,MSFT
2021-03-16T00:00:00.000000000Z,35,2,4036,2066.000000000,2124.390000000,2066.000000000,2095.120000000,699419,GOOG
2021-03-17T00:00:00.000000000Z,35,2,21,125.230000000,125.850000000,122.340000000,124.950000000,24234402,AAPL
2021-03-17T00:00:00.000000000Z,35,2,4042,2091.650000000,2109.780000000,2053.770000000,2094.000000000,610487,GOOG
2021-03-17T00:00:00.000000000Z,35,2,6117,237.470000000,238.540000000,233.230000000,237.490000000,10951740,MSFT
2021-03-18T00:00:00.000000000Z,35,2,21,124.030000000,124.170000000,120.330000000,120.550000000,29517889,AAPL
2021-03-18T00:00:00.000000000Z,35,2,4054,2079.790000000,2079.790000000,2033.350000000,2040.500000000,693952,GOOG
2021-03-18T00:00:00.000000000Z,35,2,6138,235.580000000,235.940000000,230.330000000,231.050000000,12841866,MSFT
2021-03-19T00:00:00.000000000Z,35,2,4064,2049.810000000,2053.020000000,2017.330000000,2039.990000000,1423010,GOOG
2021-03-19T00:00:00.000000000Z,35,2,6152,232.000000000,232.820000000,229.345000000,230.720000000,24518805,MSFT
2021-03-19T00:00:00.000000000Z,35,2,21,121.250000000,121.700000000,119.680000000,120.020000000,74212600,AAPL
2021-03-22T00:00:00.000000000Z,35,2,6157,231.660000000,236.900000000,230.140000000,235.940000000,9532892,MSFT
2021-03-22T00:00:00.000000000Z,35,2,21,120.650000000,123.870000000,120.130000000,123.100000000,26732459,AAPL
2021-03-22T00:00:00.000000000Z,35,2,4070,2049.000000000,2059.050000000,2025.000000000,2041.660000000,857441,GOOG
2021-03-23T00:00:00.000000000Z,35,2,6164,236.190000000,241.050000000,235.000000000,237.500000000,10485711,MSFT
2021-03-23T00:00:00.000000000Z,35,2,21,123.000000000,124.240000000,122.140000000,122.470000000,21401206,AAPL
2021-03-23T00:00:00.000000000Z,35,2,4072,2038.060000000,2072.670000000,2035.000000000,2054.000000000,586578,GOOG
2021-03-24T00:00:00.000000000Z,35,2,6178,237.870000000,240.270000000,234.990000000,235.290000000,8809278,MSFT
2021-03-24T00:00:00.000000000Z,35,2,4082,2061.130000000,2078.380000000,2041.790000000,2046.250000000,541587,GOOG
2021-03-24T00:00:00.000000000Z,35,2,21,122.500000000,123.600000000,120.000000000,120.150000000,18751731,AAPL
2021-03-25T00:00:00.000000000Z,35,2,6194,235.460000000,236.930000000,231.570000000,233.510000000,12138722,MSFT
2021-03-25T00:00:00.000000000Z,35,2,23,120.270000000,121.660000000,118.590000000,120.850000000,21439201,AAPL
2021-03-25T00:00:00.000000000Z,35,2,4090,2045.060000000,2058.710000000,2010.030000000,2053.000000000,670003,GOOG
2021-03-26T00:00:00.000000000Z,35,2,4095,2049.800000000,2051.000000000,2013.810000000,2034.880000000,634716,GOOG
2021-03-26T00:00:00.000000000Z,35,2,6208,233.510000000,236.710000000,230.600000000,236.290000000,9597775,MSFT
2021-03-26T00:00:00.000000000Z,35,2,24,120.790000000,121.500000000,118.930000000,121.100000000,22238761,AAPL
2021-03-29T00:00:00.000000000Z,35,2,24,121.000000000,122.580000000,120.210000000,121.400000000,16955031,AAPL
2021-03-29T00:00:00.000000000Z,35,2,6230,235.760000000,237.000000000,231.870000000,235.490000000,8306364,MSFT
2021-03-29T00:00:00.000000000Z,35,2,4107,2027.510000000,2068.660000000,2015.520000000,2068.660000000,518785,GOOG
2021-03-30T00:00:00.000000000Z,35,2,6241,234.500000000,234.500000000,231.100000000,231.890000000,8543282,MSFT
2021-03-30T00:00:00.000000000Z,35,2,4115,2060.000000000,2070.710000000,2044.010000000,2054.980000000,451800,GOOG
2021-03-30T00:00:00.000000000Z,35,2,24,120.800000000,120.830000000,118.870000000,119.890000000,19689108,AAPL
2021-03-31T00:00:00.000000000Z,35,2,24,121.640000000,123.525000000,121.160000000,122.450000000,32350044,AAPL
2021-03-31T00:00:00.000000000Z,35,2,6242,232.700000000,239.100000000,231.850000000,237.490000000,15757820,MSFT
2021-03-31T00:00:00.000000000Z,35,2,4114,2053.400000000,2093.420000000,2045.960000000,2072.100000000,641100,GOOG
2021-04-01T00:00:00.000000000Z,35,2,4122,2092.000000000,2143.710000000,2085.750000000,2142.000000000,569161,GOOG
2021-04-01T00:00:00.000000000Z,35,2,6249,238.700000000,242.640000000,238.020000000,242.500000000,8680543,MSFT
2021-04-01T00:00:00.000000000Z,35,2,24,123.460000000,124.180000000,122.490000000,123.010000000,15539526,AAPL
2021-04-05T00:00:00.000000000Z,35,2,6271,242.750000000,249.960000000,241.900000000,249.450000000,10618757,MSFT
2021-04-05T00:00:00.000000000Z,35,2,4140,2140.000000000,2237.180000000,2138.000000000,2233.500000000,805511,GOOG
2021-04-05T00:00:00.000000000Z,35,2,24,123.100000000,126.500000000,122.850000000,126.480000000,17597128,AAPL
2021-04-06T00:00:00.000000000Z,35,2,24,125.100000000,127.120000000,125.000000000,126.350000000,15521249,AAPL
2021-04-06T00:00:00.000000000Z,35,2,4139,2219.630000000,2237.760000000,2214.160000000,2225.700000000,497668,GOOG
2021-04-06T00:00:00.000000000Z,35,2,6272,247.900000000,249.400000000,246.880000000,248.340000000,6609154,MSFT
2021-04-07T00:00:00.000000000Z,35,2,6276,248.490000000,250.920000000,247.170000000,250.250000000,7038624,MSFT
2021-04-07T00:00:00.000000000Z,35,2,24,126.570000000,128.390000000,125.150000000,128.390000000,15733002,AAPL
2021-04-07T00:00:00.000000000Z,35,2,4141,2226.140000000,2259.910000000,2222.740000000,2259.900000000,427819,GOOG
2021-04-08T00:00:00.000000000Z,35,2,4141,2265.590000000,2283.720000000,2257.540000000,2272.000000000,570122,GOOG
2021-04-08T00:00:00.000000000Z,35,2,24,128.570000000,130.880000000,128.470000000,130.880000000,18225366,AAPL
2021-04-08T00:00:00.000000000Z,35,2,6278,251.970000000,254.140000000,251.400000000,253.960000000,7650478,MSFT
2021-04-09T00:00:00.000000000Z,35,2,4146,2267.780000000,2289.190000000,2250.140000000,2262.000000000,426678,GOOG
2021-04-09T00:00:00.000000000Z,35,2,24,130.260000000,133.040000000,129.300000000,132.920000000,21072211,AAPL
2021-04-09T00:00:00.000000000Z,35,2,6283,253.490000000,256.000000000,252.000000000,255.660000000,7743021,MSFT
2021-04-12T00:00:00.000000000Z,35,2,4150,2279.110000000,2280.000000000,2238.360000000,2254.300000000,739820,GOOG
2021-04-12T00:00:00.000000000Z,35,2,6291,256.150000000,257.670000000,254.610000000,255.900000000,8608052,MSFT
2021-04-12T00:00:00.000000000Z,35,2,24,132.530000000,132.980000000,130.640000000,131.030000000,20015507,AAPL
2021-04-13T00:00:00.000000000Z,35,2,6293,256.300000000,259.180000000,255.450000000,258.100000000,7311608,MSFT
2021-04-13T00:00:00.000000000Z,35,2,4152,2254.790000000,2277.250000000,2252.970000000,2265.000000000,495161,GOOG
2021-04-13T00:00:00.000000000Z,35,2,24,131.030000000,134.660000000,130.630000000,134.250000000,17768322,AAPL
2021-04-14T00:00:00.000000000Z,35,2,6296,259.030000000,259.740000000,255.160000000,255.460000000,7617492,MSFT
2021-04-14T00:00:00.000000000Z,35,2,4156,2268.760000000,2280.250000000,2248.330000000,2257.000000000,435679,GOOG
2021-04-14T00:00:00.000000000Z,35,2,24,134.250000000,135.310000000,131.660000000,132.160000000,17628240,AAPL
2021-04-15T00:00:00.000000000Z,35,2,24,133.000000000,135.000000000,132.600000000,134.320000000,21324939,AAPL
2021-04-15T00:00:00.000000000Z,35,2,4164,2265.560000000,2306.900000000,2262.000000000,2296.640000000,522738,GOOG
2021-04-15T00:00:00.000000000Z,35,2,6305,257.310000000,259.930000000,257.000000000,259.340000000,8753725,MSFT
2021-04-16T00:00:00.000000000Z,35,2,24,134.170000000,134.980000000,133.280000000,134.110000000,22512241,AAPL
2021-04-16T00:00:00.000000000Z,35,2,4174,2299.000000000,2315.030000000,2284.420000000,2297.160000000,529400,GOOG
2021-04-16T00:00:00.000000000Z,35,2,6316,258.820000000,260.980000000,257.600000000,260.750000000,8920725,MSFT
2021-04-19T00:00:00.000000000Z,35,2,4186,2303.890000000,2318.500000000,2285.000000000,2303.750000000,465103,GOOG
2021-04-19T00:00:00.000000000Z,35,2,24,134.200000000,135.470000000,133.340000000,134.970000000,16351001,AAPL
2021-04-19T00:00:00.000000000Z,35,2,6338,260.740000000,261.480000000,257.820000000,258.960000000,8587300,MSFT
2021-04-20T00:00:00.000000000Z,35,2,6340,259.340000000,260.190000000,256.845000000,257.990000000,6180349,MSFT
2021-04-20T00:00:00.000000000Z,35,2,24,135.030000000,135.530000000,131.820000000,132.290000000,17894283,AAPL
2021-04-20T00:00:00.000000000Z,35,2,4187,2304.620000000,2310.560000000,2270.000000000,2280.000000000,426180,GOOG
2021-04-21T00:00:00.000000000Z,35,2,4189,2291.250000000,2295.380000000,2258.640000000,2288.400000000,430919,GOOG
2021-04-21T00:00:00.000000000Z,35,2,24,132.550000000,133.745000000,131.310000000,132.900000000,14515566,AAPL
2021-04-21T00:00:00.000000000Z,35,2,6343,258.370000000,260.670000000,257.250000000,260.480000000,7516555,MSFT
2021-04-22T00:00:00.000000000Z,35,2,4201,2290.000000000,2304.000000000,2256.400000000,2268.750000000,380105,GOOG
2021-04-22T00:00:00.000000000Z,35,2,24,133.300000000,134.150000000,131.420000000,131.870000000,16260718,AAPL
2021-04-22T00:00:00.000000000Z,35,2,6359,260.530000000,261.780000000,255.630000000,257.300000000,8000459,MSFT
2021-04-23T00:00:00.000000000Z,35,2,6356,257.690000000,261.960000000,257.260000000,261.960000000,7905818,MSFT
2021-04-23T00:00:00.000000000Z,35,2,24,131.940000000,135.120000000,131.930000000,134.280000000,16925017,AAPL
2021-04-23T00:00:00.000000000Z,35,2,4198,2279.000000000,2326.000000000,2273.610000000,2319.210000000,574451,GOOG
2021-04-26T00:00:00.000000000Z,35,2,6375,261.150000000,262.450000000,260.300000000,261.890000000,7288736,MSFT
2021-04-26T00:00:00.000000000Z,35,2,24,133.910000000,135.055000000,133.570000000,134.850000000,15348429,AAPL
